Tenure,SatisfactionScore,Complain,OrderCount,HourSpendOnApp,NumberOfDeviceRegistered,NumberOfAddress,DaySinceLastOrder,Cashback,Churned
56,4,0,2,11.6,2,2,46,9.39,0
30,3,1,1,4.9,1,1,56,9.36,0
5,5,0,4,8.9,1,1,31,13.15,1
33,4,0,8,13.1,1,3,37,20.14,0
65,5,0,4,9.9,1,2,60,26.89,0
18,2,0,4,6.7,3,2,68,7.09,0
49,5,1,7,10.3,3,1,53,20.59,1
11,3,0,5,10.7,1,1,71,11.94,0
26,3,0,5,9.5,2,1,29,15.17,0
63,5,1,6,15.5,1,1,56,20.99,0
59,4,0,6,8.9,2,1,35,24.08,0
27,4,0,2,4.2,1,1,62,7.25,0
49,4,0,4,9.7,1,1,40,12.73,0
33,5,0,4,5.4,1,3,43,16.73,0
1,5,0,0,3.6,3,1,73,0.0,0
21,5,0,4,8.4,1,1,56,21.33,0
55,3,0,5,8.9,2,1,37,0.0,0
6,2,1,1,5.6,1,2,35,8.6,1
69,3,0,5,7.3,3,1,37,31.88,0
5,2,0,3,8.5,1,1,53,12.03,0
3,2,0,4,14.7,1,1,34,14.5,1
53,5,1,7,13.1,2,1,50,22.03,0
23,3,0,2,1.1,5,1,40,4.32,0
53,4,0,7,9.4,3,1,43,23.94,0
37,4,1,3,9.0,2,1,59,4.97,1
17,2,1,4,3.7,1,2,45,5.09,0
1,2,0,1,0.5,1,1,74,2.72,0
51,4,0,6,7.6,3,1,54,20.61,0
45,4,0,2,4.2,3,1,42,3.81,0
4,3,0,4,13.1,2,1,35,15.87,0
62,5,1,9,13.3,2,2,65,27.7,0
65,5,0,7,10.2,2,1,62,21.9,0
32,3,0,5,8.1,2,1,45,6.16,0
34,4,0,2,8.0,2,1,60,14.61,0
72,5,0,6,10.4,1,1,44,18.27,0
39,4,1,7,11.9,1,2,56,19.65,0
26,4,0,5,10.0,2,2,52,13.55,0
34,2,1,1,8.9,3,1,28,0.0,1
54,5,0,6,9.9,2,2,65,14.57,0
3,5,0,3,9.7,2,1,74,18.25,0
50,4,0,4,9.3,4,1,45,21.98,0
12,3,0,4,8.8,1,1,57,15.26,0
65,5,1,8,10.2,1,1,60,27.27,0
54,5,0,5,8.8,1,1,101,25.79,0
5,3,0,1,5.7,4,1,66,14.66,0
57,5,0,4,11.4,2,2,57,18.46,0
17,4,0,2,7.3,3,1,69,7.01,0
47,5,0,5,6.3,2,1,64,7.61,0
23,3,0,4,3.6,1,2,60,12.82,0
14,1,0,4,4.8,1,2,33,10.37,0
66,4,0,6,7.7,3,1,51,31.08,0
51,5,0,5,10.4,1,1,54,20.82,0
38,5,1,8,9.5,4,1,22,24.53,1
64,4,0,3,11.1,1,1,64,7.56,0
38,4,0,5,5.3,1,1,33,16.44,0
50,5,0,7,12.6,1,1,66,27.76,0
30,3,0,3,1.8,3,1,42,9.47,0
51,4,0,9,8.8,1,2,56,17.57,0
63,4,0,2,3.6,1,1,46,5.71,0
52,5,0,3,4.4,1,1,73,6.72,0
38,5,0,5,7.1,1,1,71,14.06,0
30,2,1,6,12.2,2,1,56,9.31,1
51,5,0,4,10.4,5,1,43,18.25,0
5,5,0,1,2.8,3,1,64,12.93,0
29,4,1,6,9.2,1,1,37,25.55,0
4,3,0,0,6.4,3,3,43,4.25,0
10,2,1,1,5.2,2,2,50,4.66,1
56,5,1,7,15.3,1,1,45,23.23,1
17,4,1,2,7.7,2,1,46,7.19,0
17,2,1,2,4.0,1,1,52,1.36,1
69,5,1,15,14.7,3,1,22,32.99,0
34,3,0,2,3.7,2,1,56,11.54,0
6,3,0,1,3.7,1,1,55,11.09,0
53,5,0,8,11.5,2,1,21,35.45,0
66,5,0,3,6.7,2,2,53,8.37,0
43,4,0,6,8.4,2,2,36,12.64,0
23,4,0,2,8.3,1,2,42,0.48,0
55,3,0,6,10.8,2,1,34,17.28,0
16,3,0,0,0.5,2,1,63,7.2,0
8,2,1,1,2.0,2,3,64,1.84,1
4,2,0,2,3.6,4,2,58,0.0,0
4,3,1,4,5.8,1,1,63,22.5,1
56,2,1,9,10.3,2,2,42,22.81,0
25,2,0,2,5.4,3,2,58,0.87,0
67,5,1,9,13.3,1,1,29,23.7,0
67,5,0,16,14.4,4,1,35,50.96,0
27,4,0,2,4.3,1,1,54,14.74,0
32,4,1,6,5.0,3,2,57,16.36,0
50,4,1,10,10.2,2,1,39,21.22,0
61,5,0,7,10.0,2,1,46,28.31,0
51,5,0,3,4.7,3,3,42,6.36,0
19,4,1,5,5.9,4,2,48,18.5,0
21,3,0,3,5.9,5,1,84,12.91,0
5,4,0,3,8.1,2,1,26,17.52,0
42,5,0,5,6.2,1,1,43,20.31,0
61,5,0,12,17.7,3,2,48,34.62,0
22,5,0,4,5.7,2,2,41,17.19,0
21,2,0,3,6.2,1,2,56,10.53,0
70,4,0,2,10.1,4,1,55,19.36,0
1,4,0,3,9.1,2,1,67,12.08,0
5,2,1,2,6.2,2,2,52,11.34,1
12,5,0,4,9.3,2,2,27,13.5,0
46,4,0,6,6.0,5,1,73,12.86,0
34,5,1,3,12.8,1,2,52,11.11,0
49,5,1,2,3.0,1,1,58,10.27,0
45,3,0,6,10.4,2,1,41,11.25,0
27,5,0,8,14.8,3,1,46,16.05,0
26,5,0,3,8.2,2,3,69,19.49,0
47,4,1,5,8.8,3,2,48,13.01,0
56,5,0,6,13.2,1,1,36,18.09,0
63,2,1,9,14.1,2,1,22,18.13,0
48,5,0,6,8.3,1,1,66,7.93,0
61,5,0,8,16.0,2,1,37,31.69,0
26,2,0,5,6.8,2,1,58,8.39,0
36,2,1,6,14.7,4,3,58,20.06,1
1,1,1,3,9.2,1,2,51,2.54,1
8,4,0,2,5.4,1,1,55,11.13,0
52,5,0,6,6.7,1,1,48,24.26,0
47,4,0,7,11.1,1,2,58,14.11,0
56,5,0,4,6.3,1,1,40,13.45,0
14,4,0,0,5.3,3,2,57,2.9,0
28,4,0,4,10.5,1,2,56,11.75,0
2,4,0,2,9.3,3,1,61,13.87,0
26,3,0,3,11.6,1,3,63,17.44,0
14,5,0,5,5.9,3,1,30,15.71,0
59,4,0,5,9.7,1,1,45,17.35,0
56,5,0,5,4.8,4,1,56,10.95,0
7,2,0,3,7.4,2,3,34,21.35,0
3,3,0,0,0.5,2,1,86,7.0,0
23,4,0,3,13.8,2,3,31,16.2,0
18,4,0,4,12.1,4,2,35,11.59,0
38,5,0,4,3.6,2,2,41,20.85,0
15,2,1,5,7.1,1,1,38,13.69,0
64,5,0,5,11.2,2,1,58,22.32,0
28,4,0,5,9.7,3,3,51,11.39,0
39,4,1,6,9.9,5,3,35,18.9,0
57,5,0,8,12.2,2,2,75,13.35,0
17,2,1,3,10.0,1,1,65,12.12,0
44,4,0,5,15.0,3,1,54,18.78,0
25,3,0,4,4.8,5,2,63,3.25,0
17,3,0,3,6.8,2,2,60,4.84,0
13,5,1,0,0.5,1,1,63,3.4,0
25,5,0,5,8.8,2,1,58,19.97,0
68,5,0,8,16.3,1,1,43,9.42,0
10,3,0,2,8.0,5,2,66,18.25,0
67,5,0,11,16.1,3,2,39,25.78,0
18,4,0,2,7.1,1,1,52,24.94,0
34,4,1,1,3.6,4,2,82,8.06,0
8,3,1,5,4.4,4,2,51,2.72,1
40,5,0,8,15.8,1,1,40,15.6,0
42,5,1,2,5.3,2,1,43,11.6,0
41,5,0,4,7.7,1,1,37,8.66,0
6,3,0,2,0.7,1,2,57,3.5,0
52,5,0,9,10.3,2,3,37,13.16,0
26,4,0,5,9.4,1,1,39,13.73,0
64,5,1,4,9.2,3,1,71,22.88,1
59,5,1,6,14.6,4,1,64,15.89,0
56,4,1,2,5.8,1,2,41,12.66,0
59,5,0,3,7.1,1,2,49,8.11,0
70,3,0,8,16.0,1,1,20,25.56,0
33,4,0,4,11.7,4,2,45,11.46,0
53,5,0,6,5.6,3,2,38,20.76,0
22,5,0,2,10.9,2,1,54,7.56,0
21,5,0,3,2.6,3,1,41,11.78,0
70,5,1,9,13.6,1,1,15,18.84,1
70,5,1,6,12.1,1,1,40,27.53,0
4,4,0,4,8.8,1,1,71,14.25,0
62,5,0,7,9.5,2,1,36,17.52,0
62,5,0,8,10.1,2,1,73,22.15,0
24,5,0,4,0.8,1,1,39,17.6,0
55,4,0,5,9.5,2,1,51,19.37,0
9,3,0,4,8.3,2,1,57,9.58,0
3,1,1,3,11.9,1,2,38,11.0,1
31,3,0,5,8.2,1,1,25,14.43,0
40,5,0,4,6.6,1,1,68,11.38,0
36,3,1,2,5.1,1,1,72,6.55,0
24,5,0,6,7.3,2,1,69,16.36,0
6,5,1,4,6.8,1,1,40,24.89,0
66,5,0,4,5.1,3,1,58,16.09,0
4,4,0,3,9.2,1,1,55,15.71,1
6,4,0,2,7.8,2,1,55,16.0,0
51,3,0,4,3.8,4,2,46,12.95,0
62,4,0,9,12.5,1,1,54,28.72,0
57,4,0,7,13.9,1,1,85,20.14,0
66,5,0,6,13.0,1,1,52,19.02,0
8,4,0,2,3.5,1,2,59,8.42,0
26,3,1,2,10.6,2,1,46,6.22,1
51,5,0,6,8.2,1,2,58,22.13,0
45,3,1,2,6.7,1,1,19,3.18,0
44,5,0,4,7.1,4,2,47,9.69,0
5,3,1,3,3.8,2,1,59,14.94,0
70,5,1,5,6.7,1,1,54,23.32,0
26,4,0,4,11.9,2,2,51,22.45,0
68,4,0,8,15.2,1,1,16,19.97,0
19,3,0,2,8.6,1,1,78,0.0,0
20,3,0,3,6.7,1,1,57,1.04,0
12,4,0,2,12.0,3,3,56,16.65,0
47,4,0,5,12.0,2,1,69,20.34,0
1,3,1,0,4.6,3,1,78,6.81,1
14,3,1,5,3.1,1,1,47,17.68,0
64,5,0,5,11.6,3,2,46,20.92,0
38,3,0,4,11.9,1,2,59,21.98,0
37,5,0,3,8.7,2,1,73,8.04,0
11,3,0,2,0.9,1,1,71,4.12,0
3,3,0,2,7.2,1,1,42,10.94,0
33,4,0,4,14.7,3,2,36,17.85,0
6,3,1,4,7.7,1,1,39,6.46,1
50,4,0,6,15.7,4,1,56,22.14,0
10,4,0,1,7.9,3,1,52,5.78,0
5,2,1,0,5.1,1,1,67,5.59,1
23,3,0,4,12.4,5,1,33,6.04,0
10,5,0,3,5.6,1,1,42,3.85,0
44,4,0,6,6.1,2,1,55,20.87,0
2,3,0,1,2.2,3,2,35,16.5,0
13,2,0,0,5.6,5,1,87,3.21,0
40,5,0,6,11.1,1,1,65,28.63,0
2,2,1,2,4.6,2,1,77,0.11,1
65,5,0,10,16.7,1,1,52,23.08,0
63,3,0,12,14.9,3,1,8,30.96,0
17,4,0,5,11.5,1,3,67,18.69,0
9,4,1,2,4.6,1,1,67,7.47,1
15,4,0,5,8.5,1,1,45,18.93,0
24,2,1,3,2.1,2,2,47,6.31,0
38,5,0,2,5.8,2,1,68,12.09,0
35,3,0,3,8.1,1,2,30,12.24,0
49,3,0,2,4.9,2,2,70,17.76,0
69,5,0,7,10.4,2,2,36,17.11,0
62,5,0,7,11.3,1,1,48,24.49,0
60,4,0,3,5.8,2,3,57,16.24,0
50,5,0,6,9.0,1,1,28,30.94,0
9,5,0,2,4.4,2,2,32,19.1,1
34,3,0,4,5.4,2,1,56,15.92,0
35,3,0,8,15.1,1,2,43,10.79,0
1,3,0,6,5.5,2,1,52,18.91,0
40,4,0,6,12.4,2,1,33,23.56,0
64,5,0,4,4.1,2,2,65,10.06,0
22,5,0,2,11.1,2,1,74,7.17,0
60,5,0,8,13.1,2,1,40,32.59,0
64,5,0,4,7.1,3,1,35,21.75,0
72,5,0,6,12.6,2,1,40,11.88,0
11,2,1,2,9.9,1,1,60,7.13,1
14,5,0,0,6.7,3,1,67,7.45,0
60,5,0,8,12.8,1,1,73,31.43,0
30,5,0,2,7.3,1,1,68,19.82,0
35,3,1,7,14.9,2,1,42,20.01,0
37,3,0,5,8.9,3,2,58,9.48,0
5,4,0,2,7.0,1,2,61,7.87,1
26,2,1,7,13.2,1,2,47,7.95,1
62,5,0,4,7.2,1,2,77,7.71,0
4,4,0,2,9.9,1,2,47,23.5,1
42,5,0,8,14.1,3,1,53,21.97,0
18,4,0,2,15.1,4,3,65,8.52,0
40,3,0,6,9.4,1,3,75,15.82,0
72,5,0,7,12.4,1,1,15,22.06,0
39,5,0,3,8.8,3,1,72,15.6,0
14,3,0,2,9.0,1,1,39,3.83,0
32,4,0,6,9.6,1,1,25,25.58,0
51,5,0,5,10.4,1,2,36,14.22,0
38,4,0,8,11.8,1,2,22,13.45,0
23,2,1,0,7.6,1,1,78,0.0,0
63,5,0,5,3.2,1,1,74,17.44,0
15,3,0,3,6.7,2,1,43,15.12,0
25,4,0,5,15.4,2,1,47,20.0,0
17,3,0,5,13.6,2,1,67,20.9,0
66,5,0,3,8.3,3,2,79,7.21,0
53,5,0,5,10.8,3,2,52,24.08,0
51,5,0,4,9.8,1,2,45,17.99,0
39,5,0,4,10.1,2,2,31,13.9,0
51,4,0,6,7.2,3,1,30,14.27,0
70,5,0,5,7.0,3,1,74,12.88,0
6,4,0,1,3.8,1,1,40,10.67,0
67,5,0,5,7.7,2,1,56,17.85,0
7,3,0,1,10.5,2,1,54,0.0,0
51,5,0,4,4.7,2,1,47,14.0,0
72,5,0,5,14.9,1,1,27,15.37,0
42,4,0,4,9.4,1,1,49,19.91,0
64,5,0,7,7.1,2,1,70,23.24,0
15,2,1,7,8.9,1,1,46,14.88,1
29,3,0,10,14.3,1,1,48,20.54,0
33,5,0,2,2.7,4,1,34,12.84,0
27,4,0,2,5.6,1,1,54,6.82,0
36,4,0,3,4.0,1,3,51,4.73,0
29,5,0,1,7.7,3,1,56,11.26,0
38,3,0,4,4.8,1,1,58,12.11,0
57,5,1,7,6.1,1,2,50,20.58,0
27,4,0,3,11.8,2,1,39,12.35,0
55,5,0,5,8.1,1,1,39,20.24,0
33,5,0,2,5.4,1,2,56,4.95,0
68,5,0,11,15.2,1,1,70,25.37,0
66,5,1,6,9.7,1,1,37,26.88,1
10,3,0,2,4.1,3,1,49,14.07,0
5,4,0,4,6.4,4,1,47,24.18,0
38,5,0,6,12.0,1,1,53,23.46,0
13,5,0,2,3.7,1,1,70,15.02,0
31,4,1,3,7.3,1,2,60,11.57,0
47,5,1,3,12.4,1,1,38,6.02,0
52,4,0,2,5.7,3,1,65,13.4,0
56,5,0,4,11.9,3,1,75,15.09,0
15,4,0,2,3.6,1,1,57,1.52,0
29,4,0,2,7.2,1,1,52,12.9,0
8,4,0,3,11.1,1,1,80,17.61,0
5,4,0,3,5.7,3,2,34,7.98,0
29,4,1,3,13.2,2,1,56,10.13,0
47,4,0,3,7.2,1,1,59,13.84,0
68,5,0,9,8.7,4,1,46,21.05,0
45,4,0,9,15.2,4,3,52,23.27,0
2,2,0,3,12.2,2,1,36,10.14,1
27,5,0,2,2.9,1,2,52,15.51,0
36,3,0,3,8.7,1,1,48,10.45,0
36,3,0,4,6.2,1,1,35,15.14,0
26,4,1,3,4.3,2,1,32,10.97,0
43,4,1,7,8.0,2,1,65,20.72,0
27,4,0,2,7.2,2,1,58,11.79,0
69,5,0,6,13.7,1,1,34,7.15,0
20,3,0,2,6.4,3,1,42,5.13,0
11,4,0,1,7.1,2,1,57,13.67,1
38,5,0,6,8.1,1,1,62,9.37,0
6,4,0,2,6.2,2,1,43,11.97,0
72,5,0,6,7.2,5,1,56,26.43,0
23,4,1,2,1.2,2,3,78,15.69,0
47,5,0,4,6.7,1,1,60,19.66,0
46,4,0,9,15.6,1,2,30,32.65,0
12,5,0,3,0.5,1,1,52,19.61,0
13,5,1,5,12.3,3,3,45,15.58,1
62,5,0,4,9.2,2,1,45,19.09,0
60,5,0,3,7.0,2,1,54,6.58,0
43,5,0,7,9.0,3,1,38,26.37,0
68,5,0,12,16.0,5,1,22,31.15,0
5,2,1,2,10.8,2,2,63,12.39,1
37,5,1,3,8.2,2,1,68,14.87,0
72,4,1,5,8.4,1,1,65,20.99,0
31,5,1,6,17.9,1,1,33,20.22,1
9,5,0,3,7.7,3,1,69,12.24,0
51,5,1,7,5.7,2,1,70,23.04,0
29,4,1,3,8.4,1,1,38,4.34,1
40,5,1,10,11.2,2,1,27,26.98,1
41,5,0,4,7.1,3,1,33,13.27,0
11,3,0,2,10.4,4,1,40,1.61,0
23,3,0,4,10.8,2,2,73,9.01,0
1,3,1,1,0.5,1,1,44,0.01,0
46,3,0,4,3.0,1,2,63,4.79,0
21,5,0,2,7.0,2,1,33,8.63,0
36,4,1,3,10.3,2,1,34,14.52,1
54,5,0,4,1.5,1,1,40,8.02,0
57,5,0,10,15.9,1,1,49,27.27,0
1,3,1,4,15.6,2,1,49,13.49,1
63,5,1,14,19.8,2,2,31,34.94,1
54,4,0,6,7.4,2,2,36,22.19,0
55,5,1,4,10.1,4,1,44,31.05,0
40,5,0,3,8.1,2,2,37,21.76,0
15,3,0,5,14.3,1,1,60,11.3,0
21,4,0,6,13.2,3,1,53,13.17,0
47,3,0,6,7.1,1,2,43,14.18,0
53,5,0,10,14.8,1,1,35,30.09,0
9,3,0,4,5.7,2,1,56,12.71,0
52,3,1,3,10.5,1,2,68,10.75,1
57,4,0,3,6.6,1,3,44,12.49,0
26,4,1,4,8.1,2,1,62,14.39,1
41,4,0,6,10.3,5,1,38,19.32,0
35,2,1,8,9.7,2,2,41,23.69,1
63,5,1,7,10.9,1,2,43,23.25,0
25,4,1,3,8.8,1,2,71,6.52,1
38,2,1,7,9.8,1,2,39,21.63,1
2,5,0,2,7.3,1,2,25,16.96,0
7,4,0,3,5.2,2,1,39,11.26,0
34,4,0,7,6.9,2,2,75,21.54,0
17,3,1,3,7.3,2,1,29,8.17,1
43,5,0,4,11.3,3,2,24,11.62,0
59,5,0,6,12.8,2,1,60,16.23,0
51,5,0,6,12.6,2,2,58,16.57,0
54,4,0,4,11.2,1,2,47,21.21,0
24,5,0,2,7.2,3,1,64,11.13,0
25,3,0,3,5.8,4,2,47,6.41,0
71,5,0,5,8.2,5,3,35,16.29,0
52,4,0,6,9.4,5,1,74,21.32,0
70,5,0,11,11.8,5,2,28,36.77,0
33,5,0,2,8.4,2,1,36,14.21,0
49,5,1,5,7.2,2,1,25,17.38,1
29,5,1,4,2.7,1,2,72,24.13,0
63,5,0,8,14.6,3,2,47,22.4,0
22,5,0,3,8.9,2,1,67,12.09,0
26,5,1,3,2.2,3,2,82,7.73,1
28,4,0,6,7.9,2,1,40,14.94,0
49,5,0,4,7.9,3,1,84,9.7,0
71,5,0,8,11.4,2,1,42,16.98,0
49,4,0,6,16.1,1,1,49,17.59,0
20,3,0,3,4.5,1,3,75,8.04,0
63,4,0,4,5.1,3,2,53,20.02,0
61,5,0,7,14.4,2,2,59,23.02,0
49,4,0,8,10.9,1,1,37,25.46,0
71,4,1,2,10.1,2,1,62,12.37,0
1,4,0,4,7.4,1,1,73,8.6,0
13,4,0,3,11.1,3,2,63,10.98,0
51,5,1,5,8.2,1,1,44,19.61,0
56,5,0,5,8.6,1,1,51,8.79,0
62,5,0,8,8.3,2,2,38,14.67,0
32,3,1,5,14.2,3,1,49,15.44,0
30,5,0,3,5.1,3,1,77,12.28,0
29,3,0,3,3.6,1,1,56,0.0,0
49,5,1,6,14.7,3,1,61,10.52,1
45,5,0,10,15.0,2,1,48,22.61,0
30,4,0,2,11.4,1,2,75,12.51,0
16,4,1,3,5.3,2,2,38,9.52,0
40,5,1,2,8.4,3,1,59,17.25,1
19,4,1,3,11.6,2,1,82,8.38,1
18,4,0,2,3.2,5,1,46,7.22,0
1,3,0,3,8.4,2,1,87,22.07,0
47,5,0,4,6.8,2,1,39,19.74,0
66,5,0,6,8.6,1,1,44,24.78,0
38,4,0,7,8.1,3,1,58,16.29,0
51,4,0,6,11.1,2,1,50,16.8,0
63,5,0,6,9.1,2,1,18,19.64,0
4,1,0,3,4.6,2,3,60,6.36,0
1,4,0,1,10.1,2,1,60,8.83,0
8,4,0,2,6.8,3,1,48,10.78,0
29,4,1,3,2.7,2,2,50,11.06,1
55,5,0,4,6.1,2,1,21,14.23,0
3,3,0,2,2.2,1,2,48,15.43,0
32,4,1,6,7.9,2,1,59,13.67,1
10,2,1,3,8.5,2,1,57,6.71,1
34,4,0,2,8.5,2,1,71,2.82,0
55,5,0,2,9.1,2,1,84,6.91,0
32,3,1,6,7.9,1,1,36,14.12,0
50,5,0,7,9.5,1,2,33,22.04,0
7,3,0,3,8.7,2,1,68,14.69,1
8,3,1,3,10.0,2,1,52,14.78,0
65,5,1,10,12.6,1,1,37,34.26,1
57,4,0,3,9.3,2,2,95,7.03,0
67,5,1,4,6.5,1,2,71,11.23,0
59,5,1,9,5.8,1,2,44,20.04,1
72,5,0,11,16.5,1,1,46,38.41,0
54,5,0,9,13.9,1,1,45,28.29,0
67,5,0,7,10.3,1,2,26,25.91,0
51,5,0,4,8.7,2,2,57,9.73,0
8,5,1,2,10.1,2,1,54,11.46,0
34,3,0,4,8.2,2,2,42,15.29,0
35,5,1,4,0.5,2,1,46,8.38,0
32,5,0,4,2.1,1,1,33,13.03,0
46,5,0,3,11.4,2,2,31,15.68,0
16,4,0,2,8.4,2,2,46,0.0,0
68,4,0,11,17.2,4,1,25,35.42,0
37,3,1,4,12.7,5,2,81,15.84,0
54,5,0,11,18.1,3,1,59,23.78,0
14,3,0,3,3.2,2,1,47,10.26,0
55,5,0,2,6.0,4,1,64,13.88,0
48,3,1,4,5.5,1,1,52,13.15,0
7,2,0,1,6.3,2,1,50,4.71,1
7,3,0,2,2.5,2,1,42,7.93,0
33,4,0,3,7.5,1,2,49,15.88,0
23,4,0,0,0.5,1,1,53,10.08,0
19,4,0,3,6.4,2,1,52,15.5,0
19,5,0,3,11.8,1,2,85,17.03,0
36,4,0,7,8.6,1,2,45,22.41,0
29,5,0,1,3.7,1,1,39,12.46,0
60,5,0,4,8.6,2,3,49,23.9,0
2,4,0,0,5.5,1,1,77,5.44,1
1,3,0,1,6.7,2,1,89,0.0,0
47,3,0,6,7.4,3,1,28,22.71,0
69,5,0,7,8.8,2,1,47,23.76,0
20,5,0,7,10.8,1,2,51,24.14,0
11,5,0,2,9.6,1,1,71,7.16,0
2,2,1,0,2.8,2,3,57,0.0,1
67,5,1,5,8.4,3,1,50,18.92,0
12,2,1,3,1.6,1,1,48,7.7,1
20,3,1,2,5.3,2,1,36,8.41,0
5,4,0,3,8.0,2,2,68,9.38,0
37,4,0,6,12.4,3,1,34,18.28,0
38,3,0,1,3.4,1,1,34,3.13,0
9,4,0,3,7.9,2,1,47,19.49,1
53,5,0,3,8.2,2,1,29,12.53,0
44,5,0,5,3.6,1,1,44,21.8,0
24,3,0,3,3.6,1,1,47,12.87,0
30,5,1,5,10.5,1,1,49,23.99,1
59,5,0,9,12.4,2,2,35,26.39,0
14,5,0,3,7.7,2,1,55,18.1,0
9,3,0,0,2.2,1,1,88,8.11,0
40,2,0,5,4.7,1,1,13,20.75,0
66,3,0,12,16.0,1,1,59,32.05,0
25,4,0,6,10.3,1,1,26,14.12,0
22,5,0,7,4.8,1,1,53,20.58,0
4,2,1,4,7.9,1,1,71,4.92,1
26,5,0,5,14.3,1,1,47,15.95,0
58,5,0,5,10.8,2,2,53,10.61,0
29,4,1,6,7.1,2,1,59,21.77,1
37,5,1,5,9.5,1,1,66,8.51,1
70,5,1,4,7.6,1,1,34,10.17,1
18,5,0,3,12.3,3,2,60,15.1,0
42,5,0,5,5.6,1,1,49,21.52,0
41,5,0,3,11.3,1,1,61,3.45,0
38,5,0,5,5.4,1,2,57,19.37,0
34,5,0,5,10.0,2,1,49,20.72,0
17,4,1,3,9.3,1,2,54,3.59,0
37,3,0,6,13.3,5,2,56,7.54,0
25,4,0,2,8.9,1,3,49,10.06,0
27,4,0,4,3.6,1,1,63,16.34,0
57,5,0,4,8.2,2,1,41,13.17,0
31,5,0,3,8.9,1,1,84,14.54,0
6,5,0,1,9.1,1,1,65,9.53,1
40,4,0,7,7.2,2,1,50,30.0,0
12,4,0,4,5.4,1,1,43,2.8,0
53,5,0,2,2.2,3,1,54,9.15,0
71,5,0,6,9.8,2,1,54,17.55,0
10,2,1,4,9.0,1,1,71,2.44,1
45,5,0,8,12.5,1,2,27,25.29,0
17,1,0,2,5.8,1,2,36,2.69,0
26,2,1,8,11.1,2,1,37,14.53,0
62,5,0,7,10.3,2,1,40,15.24,0
46,2,1,6,9.1,4,2,41,15.49,0
64,4,0,7,5.1,2,1,53,22.43,0
2,3,1,2,3.7,3,1,59,7.61,0
54,4,0,3,9.0,1,1,51,16.55,0
65,5,0,3,6.1,1,1,74,15.37,0
51,5,0,5,7.5,4,1,85,26.55,0
53,5,0,9,16.0,1,2,50,20.04,0
36,3,1,6,13.0,3,1,55,9.41,0
26,5,0,7,8.4,1,3,47,24.52,0
29,3,0,4,12.7,1,1,35,11.14,0
21,4,0,5,8.4,2,2,65,9.31,0
11,2,0,3,9.8,3,1,50,4.05,1
40,5,1,4,8.1,3,1,51,19.23,1
11,3,1,3,5.5,3,1,56,15.23,1
36,5,0,4,10.6,2,2,34,19.35,0
59,5,1,3,4.7,2,2,74,14.0,0
39,4,0,10,12.5,3,1,53,24.85,0
54,4,1,9,12.2,2,1,30,23.09,0
55,5,0,12,13.4,4,2,20,32.78,0
24,5,0,5,4.9,1,2,38,18.35,0
22,5,0,5,10.5,1,1,38,12.59,0
69,4,0,10,15.8,2,1,23,31.08,0
56,5,0,5,9.5,1,1,55,17.73,0
33,2,1,4,5.9,1,1,57,0.0,0
36,4,1,4,14.7,2,1,33,7.74,1
20,3,0,2,5.9,4,1,87,6.42,0
62,5,0,3,6.7,1,1,39,14.55,0
26,3,1,5,0.5,1,1,20,14.54,0
66,5,0,6,6.1,3,2,58,16.02,0
40,4,0,2,10.1,3,2,56,16.17,0
17,3,0,2,16.5,1,1,50,12.25,0
1,5,0,1,9.7,2,1,60,9.33,0
61,5,0,7,7.5,2,1,45,13.68,0
43,4,0,6,11.2,4,2,58,16.47,0
42,4,0,9,11.0,2,1,39,22.11,0
25,2,1,3,6.3,2,1,47,0.59,1
39,4,1,3,3.5,3,1,57,14.61,1
35,5,0,6,11.4,5,1,60,20.44,0
3,3,0,3,3.6,2,1,53,5.65,0
44,5,0,6,2.9,1,1,47,20.74,0
51,3,0,10,11.8,2,1,59,29.39,0
12,3,0,2,0.5,2,1,57,11.05,0
19,4,0,1,3.4,2,1,36,5.07,0
44,5,0,3,9.2,2,1,55,25.48,0
59,5,0,7,14.0,1,1,46,23.68,0
49,4,0,5,10.9,3,1,54,12.87,0
61,3,0,4,7.5,4,1,55,20.65,0
17,5,0,3,5.8,3,1,54,4.51,0
57,4,0,3,4.6,2,2,59,6.17,0
55,5,1,5,13.5,1,1,32,15.03,0
47,5,0,9,8.4,2,1,76,30.37,0
12,2,1,1,6.2,1,2,59,1.69,1
62,5,0,7,12.4,2,1,30,20.87,0
8,3,1,4,2.2,3,3,30,7.9,1
21,4,0,3,0.5,1,1,61,15.51,0
70,5,0,9,14.0,2,1,36,27.88,0
72,5,0,10,8.6,1,1,44,20.24,0
25,5,0,5,9.9,3,2,82,17.27,0
12,2,0,3,4.8,1,1,54,10.26,1
15,5,0,3,8.2,2,1,70,12.56,0
59,4,0,5,10.2,1,2,35,15.65,0
26,5,1,4,11.2,2,2,56,12.05,0
26,4,0,2,7.9,2,3,43,14.15,0
47,4,0,5,9.7,1,3,33,12.18,0
32,4,0,2,11.8,2,1,59,14.72,0
10,3,1,3,4.5,3,1,76,10.49,1
16,5,0,3,7.6,2,1,69,11.02,0
71,5,1,4,10.9,1,1,93,15.2,0
17,3,0,2,0.5,2,1,55,8.93,0
23,4,0,2,11.2,1,1,61,8.27,0
26,3,0,2,6.1,2,1,66,6.6,0
7,5,1,2,7.9,1,1,58,6.49,0
14,2,1,1,4.3,1,3,71,12.19,1
